Name,Price,link
"All-new Amazon Fire TV Stick 4K Max streaming device, supports Wi-Fi 6E, free & live TV without cable or satellite",39.99,www.amazon.com//all-new-amazon-fire-tv-stick-4k-max/dp/B0BP9SNVH9/ref=zg_bs_g_climate-pledge_d_sccl_27/130-8201580-7184342?psc=1
Earth Breeze Laundry Detergent Sheets - 30 Detergent Sheets - 60 Loads - Concentrated Liquidless Laundry Soap - No Plastic Jug - Fresh Scent,14.84,www.amazon.com//Earth-Breeze-Fresh-Laundry-Sheets/dp/B08GF7YGCD/ref=zg_bs_g_climate-pledge_d_sccl_28/130-8201580-7184342?psc=1
"CeraVe Hydrating Facial Cleanser | Moisturizing Non-Foaming Face Wash with Hyaluronic Acid, Ceramides and Glycerin | Fragrance Free Paraben Free | 16 Fluid Ounce",13.57,www.amazon.com//CeraVe-Hydrating-Facial-Cleanser-Fragrance/dp/B01MSSDEPK/ref=zg_bs_g_climate-pledge_d_sccl_29/130-8201580-7184342?psc=1
"Amazon Basics Flushable Adult Toilet Wipes, Fragrance Free, 126 Count (3 Packs of 42) Packaging May Vary",4.15,www.amazon.com//Amazon-Basics-Flushable-Toilet-Fragrance/dp/B095KCG1Q2/ref=zg_bs_g_climate-pledge_d_sccl_30/130-8201580-7184342?psc=1
Trump Never Surrender Colorized Mugshot $2 Bill Uncirculated,24.95,www.amazon.com//Trump-Surrender-Colorized-Mugshot-Uncirculated/dp/B0CQ33D6PV/ref=zg_bs_g_coins_d_sccl_1/147-4884168-9885909?psc=1
2024 American Silver Eagle .999 Fine Silver in Direct Fit Air Tite with our Certificate of Authenticity Dollar Uncirculated US Mint,41.80,www.amazon.com//American-Silver-Certificate-Authenticity-Uncirculated/dp/B0CQMSW1BD/ref=zg_bs_g_coins_d_sccl_2/147-4884168-9885909?psc=1
Over 50 DIFFERENT World Coins (1/2) Half Pound Grab Bag,12.90,www.amazon.com//Over-DIFFERENT-World-Coins-Pound/dp/B00BUB7TM0/ref=zg_bs_g_coins_d_sccl_3/147-4884168-9885909?psc=1
EISENHOWER (IKE) DOLLARS SET OF 4 DIFFERENT DATES BETWEEN 1971-1978,15.95,www.amazon.com//EISENHOWER-DOLLARS-DIFFERENT-BETWEEN-1971-1978/dp/B0030HBU6I/ref=zg_bs_g_coins_d_sccl_4/147-4884168-9885909?psc=1
Moenich World Coin Grab Bag - 50 Coin Assortment (Original Version),14.79,www.amazon.com//Moenich-World-Coin-Grab-Bag/dp/B008B19HQS/ref=zg_bs_g_coins_d_sccl_5/147-4884168-9885909?psc=1
Lincoln Wheat Cent 1909 S VDB Design 1 oz Pure .999 Copper Round Collectible Jumbo 39mm Coin in Capsule - COA by Heavenly Metals,7.99,www.amazon.com//Lincoln-Design-Copper-Collectible-Capsule/dp/B0CFYYBHK3/ref=zg_bs_g_coins_d_sccl_6/147-4884168-9885909?psc=1
"2020 Silver Donald Trump Private Mintage, 45th Presidential, Limited Edition Mint. 1 Troy Oz .999 Fine Silver Round",38.89,www.amazon.com//Silver-Private-Mintage-Presidential-Limited/dp/B083N2275H/ref=zg_bs_g_coins_d_sccl_7/147-4884168-9885909?psc=1
Yvhusk Collectible Coins Memento Mori Medal Carpe Diem Stoicism Souvenior Coins Antique Finish Official Gift for Daily Stoic Practice,8.99,www.amazon.com//Yvhusk-Collectible-Stoicism-Souvenior-Official/dp/B0C5XD93MD/ref=zg_bs_g_coins_d_sccl_8/147-4884168-9885909?psc=1
"2025 - Stater 3 Coin Collection of Indian Penny, Buffalo Nickel and Steel Cent with the 2025 Red Book Guide to Coins 77th Edition Circulated Collection Seller Uncirculated",29.99,www.amazon.com//Stater-Collection-Buffalo-Circulated-Uncirculated/dp/B07RB2M85K/ref=zg_bs_g_coins_d_sccl_9/147-4884168-9885909?psc=1
Unsearched Wheat Penny Roll w/Silver Mercury Dime End Old Us Coin Shotgun Lot Mixed Years Circulated Vintage Collector,20.79,www.amazon.com//Unsearched-Mercury-Coin-Circulated-Collector/dp/B07RZ4DJLL/ref=zg_bs_g_coins_d_sccl_10/147-4884168-9885909?psc=1
Walking Liberty 1 Avdp Ounce .999 Fine Copper,5.45,www.amazon.com//Walking-Liberty-Avdp-Ounce-Copper/dp/B00EMGAO5Y/ref=zg_bs_g_coins_d_sccl_11/147-4884168-9885909?psc=1
2023 1 Ounce OZ 999 Fine Solid USA American Liberty Eagle Coin Titanium Precious Metal Ingot Bullion Ti Element Chemistry Proof Mint Coin,14.15,www.amazon.com//American-Liberty-Titanium-Precious-Chemistry/dp/B0C8LWHBGY/ref=zg_bs_g_coins_d_sccl_12/147-4884168-9885909?psc=1
1 oz .999 Buffalo Authentic Silver Round,39.99,www.amazon.com//999-Buffalo-Authentic-Silver-Round/dp/B0BS1QXMBY/ref=zg_bs_g_coins_d_sccl_13/147-4884168-9885909?psc=1
YukaBa MarshLing Antique Liberty Indian Head Ten-Dollars Coin - Great American Commemorative Old Coins- Uncirculated Morgan Dollars-Discover History of US Coins Perfect Quality,8.57,www.amazon.com//MarshLing-Antique-Liberty-Indian-Ten-Dollars/dp/B07T71FTGB/ref=zg_bs_g_coins_d_sccl_14/147-4884168-9885909?psc=1
Complete 50 Uncirculated State (99-08) Quarter Collection Set + 6 Territory Quarters from The US Territories Program in a Beautiful Folder Display Book (Complete Set),59.95,www.amazon.com//Uncirculated-Collection-territory-Territories-Beautiful/dp/B07BH68GQ1/ref=zg_bs_g_coins_d_sccl_15/147-4884168-9885909?psc=1
50 Pack Double Pocket 2.5 x 2.5 Unplasticized Vinyl Flips Safe for Long Term Coin Storage,9.99,www.amazon.com//Double-Pocket-Unplasticized-Vinyl-Storage/dp/B08KSJQMY9/ref=zg_bs_g_coins_d_sccl_16/147-4884168-9885909?psc=1
2017 President Donald Trump Inaugural Silver EAGLE Commemorative Novelty Coin 38mm. 45th President of the United States of America CERTIFICATE OF AUTHENTICITY,8.68,www.amazon.com//President-Inaugural-Commemorative-CERTIFICATE-AUTHENTICITY/dp/B01MSQINVD/ref=zg_bs_g_coins_d_sccl_17/147-4884168-9885909?psc=1
Love Coin Collection Challenge Coin: Unique Memento and Pocket Token Gift to Inspire and Make Him/Her Lucky - Perfect Commemorative Gift to Show Your Love and Appreciation - ZSALSTING,14.99,www.amazon.com//Love-Coin-Collection-Challenge-Commemorative/dp/B0CTCM8HJT/ref=zg_bs_g_coins_d_sccl_18/147-4884168-9885909?psc=1
1 Troy Oz. Lincoln Wheat Cent Authentic Silver Round| Commemorative Piece Made from .999 Fine Silver Made in USA +Includes Free Protective Capsule,39.99,www.amazon.com//Lincoln-Authentic-Commemorative-Protective-Capsule/dp/B0B9J1CP3Z/ref=zg_bs_g_coins_d_sccl_19/147-4884168-9885909?psc=1
Megalodon Shark 1 oz Pure .999 Copper Round Collecticble 39mm Challenge Coin in Capsule - COA by Heavenly Metals,8.99,www.amazon.com//Megalodon-Copper-Collecticble-Challenge-Capsule/dp/B0CJ192H7M/ref=zg_bs_g_coins_d_sccl_20/147-4884168-9885909?psc=1
50 Wheat Pennies (Unsearched Shotgun Roll) - Mixed Years Circulated Good or Better.,13.49,www.amazon.com//Wheat-Pennies-Unsearched-Shotgun-Roll/dp/B011LOOKV8/ref=zg_bs_g_coins_d_sccl_21/147-4884168-9885909?psc=1
"BCW Paper Coin Flips for Quarter 100 Pack | Crystal Clear Archival Polypropylene Windows, Ideal for 20-Pocket Binder Pages & Storage Boxes | 2x2 Coin Flips Coin Collection Supplies | Quarter Holders",4.99,www.amazon.com//BCW-Archival-Polypropylene-20-Pocket-Collection/dp/B00AOYSSD8/ref=zg_bs_g_coins_d_sccl_22/147-4884168-9885909?psc=1
New Baby Gift for Parent Mom Daddy Funny Decision Coin for Women Men Pregnancy Mothers for First Time Moms Dads Mummy to Be Christmas Birthday Present Double-Sided (Silver),9.99,www.amazon.com//Decision-Pregnancy-Christmas-Birthday-Double-Sided/dp/B08XQ2S1TR/ref=zg_bs_g_coins_d_sccl_23/147-4884168-9885909?psc=1
"Rooted in Christ The Lord is My Rock, My Fortress, My Deliverer Faith-Based Christian Challenge Coin Bible Verse Gift (Single Coin)",9.99,www.amazon.com//Fortress-Deliverer-Faith-Based-Christian-Challenge/dp/B0CC97VDVM/ref=zg_bs_g_coins_d_sccl_24/147-4884168-9885909?psc=1
Trump Copper Round 1oz Pure Copper Coin,6.45,www.amazon.com//Trump-Copper-Round-Pure-Coin/dp/B08DF5795S/ref=zg_bs_g_coins_d_sccl_25/147-4884168-9885909?psc=1
Presidential Dollar Folder: Complete Philadelphia and Denver Mint Collection,7.95,www.amazon.com//Presidential-Dollar-Folder-Philadelphia-Collection/dp/B06XPS2VW7/ref=zg_bs_g_coins_d_sccl_26/147-4884168-9885909?psc=1
Whitman US Lincoln Cent Coin Folder Volume 3 1975 - 2013 #9033,7.85,www.amazon.com//Whitman-Lincoln-Cent-Coin-Folder/dp/B00TI4NQ9Q/ref=zg_bs_g_coins_d_sccl_27/147-4884168-9885909?psc=1
"2 x 25,000 New Dinar. Total 50,000 IQD - Authentic Uncirculated 25K Dinars",87.99,www.amazon.com//000-New-Dinar-Total-IQD/dp/B0BJYXYTHN/ref=zg_bs_g_coins_d_sccl_28/147-4884168-9885909?psc=1
1933 P $20 Gold Double Eagle $20 American Mint State,9.95,www.amazon.com//1933-Double-Eagle-American-State/dp/B0B2TFYYYV/ref=zg_bs_g_coins_d_sccl_29/147-4884168-9885909?psc=1
The Task Ahead Challenge Coin Collector's Medallion,12.99,www.amazon.com//Task-Ahead-Challenge-Collectors-Medallion/dp/B07LF7XF2S/ref=zg_bs_g_coins_d_sccl_30/147-4884168-9885909?psc=1
"Scott ComfortPlus Toilet Paper, 12 Double Rolls, 231 Sheets per Roll, Septic-Safe, 1-Ply Toilet Tissue",5.99,www.amazon.com//Scott-Comfortplus-Toilet-Tissue-Double/dp/B07BGLT25K/ref=zg_bs_g_industrial_d_sccl_1/144-0994589-9358460?psc=1
"MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100",9.99,www.amazon.com//MedPride-Powder-Free-Nitrile-Gloves-Medium/dp/B00GS8W3T4/ref=zg_bs_g_industrial_d_sccl_2/144-0994589-9358460?psc=1
"Cascade Platinum Plus ActionPacs Dishwasher Detergent Pods, Mountain, 62 Count",21.94,www.amazon.com//Cascade-Platinum-ActionPacs-Dishwasher-Detergent/dp/B0BS4ZTJMB/ref=zg_bs_g_industrial_d_sccl_3/144-0994589-9358460?psc=1
"Amazon Basics Smart A19 LED Light Bulb, 2.4 GHz Wi-Fi, 7.5W (Equivalent to 60W) 800LM, Works with Alexa Only, 1-Pack, Multicolor",9.97,www.amazon.com//Amazon-Basics-Smart-Light-Changing/dp/B09BFRLZZ5/ref=zg_bs_g_industrial_d_sccl_4/144-0994589-9358460?psc=1
"MED PRIDE NitriPride Nitrile-Vinyl Blend Exam Gloves, Medium 100 - Powder Free, Latex Free & Rubber Free - Single Use Non-Sterile Protective Gloves for Medical Use, Cooking, Cleaning & More",8.81,www.amazon.com//PRIDE-Synthetic-Nitrile-Vinyl-Gloves-Medium/dp/B08Y98BVDM/ref=zg_bs_g_industrial_d_sccl_5/144-0994589-9358460?psc=1
"iHealth COVID-19 Antigen Rapid Test, 1 Pack, 5 Tests Total, FDA EUA Authorized OTC at-Home Self Test, Results in 15 Minutes with Non-invasive Nasal Swab, Easy to Use & No Discomfort",44.95,www.amazon.com//iHealth-COVID-19-Authorized-Non-invasive-Discomfort/dp/B09NY9MMS3/ref=zg_bs_g_industrial_d_sccl_6/144-0994589-9358460?psc=1
"Supmedic Medical Nitrile Exam Gloves, Latex-Free & Powder-Free Non-Sterile Food Safe Cleaning Disposable Glove, 100 Pcs",7.18,www.amazon.com//Supmedic-Nitrile-Disposable-Powder-Free-Latex-Free/dp/B0C9SBFGZR/ref=zg_bs_g_industrial_d_sccl_7/144-0994589-9358460?psc=1
"Neosmuk Magnetic Hooks, 27 lb+ Heavy Duty Earth Magnets with Hook for Refrigerator, Extra Strong Cruise Hook for Hanging, Magnetic Hanger for Cabins, Grill (Silver White, Pack of 10)",7.80,www.amazon.com//Magnetic-%EF%BC%ADaximum-Neodymium-Corrosion-Protection/dp/B0787Q54M1/ref=zg_bs_g_industrial_d_sccl_8/144-0994589-9358460?psc=1
"MED PRIDE Medical Vinyl Examination Gloves (Large, 100-Count) Latex & Rubber Free, Ultra-Strong, Clear Disposable Powder-Free Gloves for Healthcare & Food Handling Use",8.99,www.amazon.com//Examination-100-Count-Disposable-Ultra-Strong-Healthcare/dp/B07KYWVCP6/ref=zg_bs_g_industrial_d_sccl_9/144-0994589-9358460?psc=1
"Zep Professional Sprayer Bottle 32 ounces - Up to 30 Foot Spray, Adjustable Nozzle",3.98,www.amazon.com//Zep-Professional-Sprayer-Bottle-HDPRO36/dp/B01LXTNPFS/ref=zg_bs_g_industrial_d_sccl_10/144-0994589-9358460?psc=1
"Gorilla Super Glue Gel XL, 25 Gram, Clear, (Pack of 1)",16.29,www.amazon.com//Gorilla-Super-Glue-gram-Clear/dp/B082XGL21J/ref=zg_bs_g_industrial_d_sccl_11/144-0994589-9358460?psc=1
"SYLVANIA ECO LED Light Bulb, A19 60W Equivalent, Efficient 9W, 7 Year, 750 Lumens, 2700K, Non-Dimmable, Frosted, Soft White - 8 Count (Pack of 1) (40821)",13.53,www.amazon.com//Sylvania-40821-Equivalent-Efficient-Temperature/dp/B08FRSS4BF/ref=zg_bs_g_industrial_d_sccl_12/144-0994589-9358460?psc=1
"Command 20 Lb XL Heavyweight Picture Hanging Strips, Damage Free Hanging Picture Hangers, Heavy Duty Wall Hanging Strips for Living Spaces, 10 White Adhesive Strip Pairs",12.99,www.amazon.com//Command-Heavyweight-Picture-Organization-Adhesive/dp/B09WBRNRHB/ref=zg_bs_g_industrial_d_sccl_13/144-0994589-9358460?psc=1
"Borje Disposable Face Mask, 100 PCS Black Masks, 3 Ply Protection Face Masks",7.99,www.amazon.com//Black-Disposable-Colored-Masks-Protection/dp/B08XNHCQCG/ref=zg_bs_g_industrial_d_sccl_14/144-0994589-9358460?psc=1
"Loctite 1364076 Super Glue Easy Squeeze Gel, .14 oz, Super Glue Liquid",3.64,www.amazon.com//Loctite-1364076-Super-Squeeze-Liquid/dp/B0006HUJCQ/ref=zg_bs_g_industrial_d_sccl_15/144-0994589-9358460?psc=1
"BinaxNOW COVID-19 Antigen Self Test, 1 Pack, 2 Tests Total, COVID Test With 15-Minute Results Without Sending to a Lab, Easy to Use at Home",15.88,www.amazon.com//BinaxNOW-COVID-19-15-Minute-Emergency-Authorization/dp/B094LVQZJL/ref=zg_bs_g_industrial_d_sccl_16/144-0994589-9358460?psc=1
"Lint Rollers for Pet Hair Extra Sticky, 500 Sheets Mega Value Set Lint Roller with 5 Upgraded Handles, 5 Rollers Portable Pet Lint Remover for Clothes, Furniture, Carpet, Dog & Cat Hair Removal",13.59,www.amazon.com//Rollers-Upgraded-Handles-Portable-Furniture/dp/B0C5D7GD9T/ref=zg_bs_g_industrial_d_sccl_17/144-0994589-9358460?psc=1
"EasyTouch U-100 Insulin Syringe with Needle, 29G 1cc 1/2-Inch (12.7mm), Box of 100",16.83,www.amazon.com//EasyTouch-Insulin-Syringe-12-7mm-Polybag/dp/B07P11F21N/ref=zg_bs_g_industrial_d_sccl_18/144-0994589-9358460?psc=1
"Lysol Pro Kitchen Spray Cleaner and Degreaser, Antibacterial All Purpose Cleaning Spray for Kitchens, Countertops, Ovens, and Appliances, Citrus Scent, 22oz",3.97,www.amazon.com//Lysol-Kitchen-Antibacterial-Cleaner-Chemicals/dp/B00007J6CX/ref=zg_bs_g_industrial_d_sccl_19/144-0994589-9358460?psc=1
"Basic Medical Blue Nitrile Exam Gloves - Latex-Free & Powder-Free - NGPF-7003 (Case of 1,000), Large",34.98,www.amazon.com//Basic-Medical-Blue-Nitrile-Gloves/dp/B087M5JK3F/ref=zg_bs_g_industrial_d_sccl_20/144-0994589-9358460?psc=1
"NEENCA Professional Knee Brace for Pain Relief, Medical Knee Support with Patella Pad & Side Stabilizers, Compression Knee Sleeve for Meniscus Tear, ACL, Joint Pain, Runner, Workout - FSA/HSA APPROVED",16.55,www.amazon.com//NEENCA-Professional-Compression-Stabilization-Protector/dp/B07R7436T4/ref=zg_bs_g_industrial_d_sccl_21/144-0994589-9358460?psc=1
VELCRO Brand Heavy Duty Fasteners | 4x2 Inch Strips with Adhesive 8 Sets | Holds 10 lbs | Black Industrial Strength Stick On Tape | Indoor or Outdoor Use (VEL-30703-USA),8.90,www.amazon.com//VELCRO-Brand-Fasteners-Industrial-VEL-30703-USA/dp/B09BNPX3XJ/ref=zg_bs_g_industrial_d_sccl_22/144-0994589-9358460?psc=1
"Amazon Basics 99% Isopropyl Alcohol First Aid For Technical Use,16 Fluid Ounces, 1-Pack (Previously Solimo)",9.28,www.amazon.com//Amazon-Brand-Isopropyl-Antiseptic-Technical/dp/B07NFSFBXQ/ref=zg_bs_g_industrial_d_sccl_23/144-0994589-9358460?psc=1
"Rubbermaid Commercial Products 41QT/10.25 GAL Wastebasket Trash Container, for Home/Office/Under Desk, Gray (FG295700GRAY)",13.05,www.amazon.com//Rubbermaid-Commercial-295700GY-Wastebasket-Rectangular/dp/B000U7QDKO/ref=zg_bs_g_industrial_d_sccl_24/144-0994589-9358460?psc=1
"ELEGOO PLA Filament 1.75mm Black 1KG, 3D Printer Filament Dimensional Accuracy +/- 0.02mm, 1kg Cardboard Spool(2.2lbs) 3D Printing Filament Fits for Most FDM 3D Printers",13.99,www.amazon.com//ELEGOO-Filament-Dimensional-Accuracy-Cardboard/dp/B0BM739JRF/ref=zg_bs_g_industrial_d_sccl_25/144-0994589-9358460?psc=1
NNPCBT 100PCS 3 Ply Black Disposable Face Mask Filter Protection Face Masks,9.98,www.amazon.com//100PCS-disposable-shield-filter-protection/dp/B08C7HDF1F/ref=zg_bs_g_industrial_d_sccl_26/144-0994589-9358460?psc=1
"Command Medium and Large Picture Hanging Strips, Damage Free Hanging Picture Hangers, No Tools Wall Hanging Strips for Living Spaces, White, 12 Medium Pairs and 16 Large Pairs",13.99,www.amazon.com//Command-Medium-Picture-Hanging-Strips/dp/B07P32RHQ4/ref=zg_bs_g_industrial_d_sccl_27/144-0994589-9358460?psc=1
"Scott® Professional 100% Recycled Fiber Standard Roll Toilet Paper (13217), with Elevated Design, 2-Ply, White, Individually wrapped rolls, 473 Count (Pack of 80), Total 37,840 Sheets",52.75,www.amazon.com//Essential-Professional-Recycled-Business-Standard/dp/B008I7TNDW/ref=zg_bs_g_industrial_d_sccl_28/144-0994589-9358460?psc=1
"Medline 4 x 4 inch Gauze Sponges, 100% Cotton, 8-Ply Woven Non-Sterile Gauze (Pack of 200)",5.99,www.amazon.com//Medline-PRM21408CZ-Caring-Non-Sterile-Sponges/dp/B074N8ZX1P/ref=zg_bs_g_industrial_d_sccl_29/144-0994589-9358460?psc=1
"SUNLU PLA 3D Printer Filament PLA Filament 1.75mm, Neatly Wound PLA 3D Printing Filament 1.75mm, Dimensional Accuracy +/- 0.02 mm, Fit Most FDM 3D Printers, 1kg Spool (2.2lbs), PLA Black",13.99,www.amazon.com//Printer-Filament-SUNLU-Dimensional-Accuracy/dp/B07XG3RM58/ref=zg_bs_g_industrial_d_sccl_30/144-0994589-9358460?psc=1
The Teacher: A Psychological Thriller,3.99,www.amazon.com//Teacher-Psychological-Thriller-Freida-McFadden-ebook/dp/B0CGWBB9XG/ref=zg_bs_g_digital-text_d_sccl_1/135-4896100-0028163?psc=1
Never Lie: An addictive psychological thriller,3.99,www.amazon.com//Never-Lie-addictive-psychological-thriller-ebook/dp/B0BBL2ZW73/ref=zg_bs_g_digital-text_d_sccl_2/135-4896100-0028163?psc=1
Ask for Andrea: A Thriller,5.99,www.amazon.com//Ask-Andrea-gripping-thriller-unforgettable-ebook/dp/B09QLPG1SY/ref=zg_bs_g_digital-text_d_sccl_3/135-4896100-0028163?psc=1
The Women: A Novel,14.99,www.amazon.com//Women-Novel-Kristin-Hannah-ebook/dp/B0C1X97LW7/ref=zg_bs_g_digital-text_d_sccl_4/135-4896100-0028163?psc=1
Between Never and Forever: Dex and Keelani's Fake Engagement Story (Hardy Billionaires),5.99,www.amazon.com//Between-Never-Forever-Engagement-Billionaires-ebook/dp/B0CK593HTT/ref=zg_bs_g_digital-text_d_sccl_5/135-4896100-0028163?psc=1
The Lost Letters of Aisling: A Novel,4.99,www.amazon.com//Lost-Letters-Aisling-Novel-ebook/dp/B0CJCS5HG7/ref=zg_bs_g_digital-text_d_sccl_6/135-4896100-0028163?psc=1
"His Demands: An Age Gap, Billionaire Boss Romance (Silver Fox Daddies)",3.99,www.amazon.com//His-Demands-Billionaire-Romance-Daddies-ebook/dp/B0CW4MNWYD/ref=zg_bs_g_digital-text_d_sccl_7/135-4896100-0028163?psc=1
The Housemaid: An absolutely addictive psychological thriller with a jaw-dropping twist,3.99,www.amazon.com//Housemaid-absolutely-addictive-psychological-jaw-dropping-ebook/dp/B09TWSRMCB/ref=zg_bs_g_digital-text_d_sccl_8/135-4896100-0028163?psc=1
Storms and Secrets: A Small-Town Romance,5.99,www.amazon.com//Storms-Secrets-Small-Town-Claire-Kingsley-ebook/dp/B0CWR5LSND/ref=zg_bs_g_digital-text_d_sccl_9/135-4896100-0028163?psc=1
Haunting Adeline (Cat and Mouse Duet Book 1),4.99,www.amazon.com//Haunting-Adeline-Mouse-Duet-Book-ebook/dp/B09CLVJJ77/ref=zg_bs_g_digital-text_d_sccl_10/135-4896100-0028163?psc=1
Matterhorn (Mac Dekker Book 1),4.99,www.amazon.com//Matterhorn-Christopher-Reich-ebook/dp/B0CCGVFLXC/ref=zg_bs_g_digital-text_d_sccl_11/135-4896100-0028163?psc=1
The Unwanted Wife: Nathan & Skylar's story. A Brother's Best Friend Marriage of Convenience Romance (The Davenports Book 1),4.99,www.amazon.com//Unwanted-Wife-Brothers-Convenience-Davenports-ebook/dp/B0CPQBX876/ref=zg_bs_g_digital-text_d_sccl_12/135-4896100-0028163?psc=1
The Housemaid's Secret: A totally gripping psychological thriller with a shocking twist,4.99,www.amazon.com//Housemaids-Secret-gripping-psychological-thriller-ebook/dp/B0BGXYL3BZ/ref=zg_bs_g_digital-text_d_sccl_13/135-4896100-0028163?psc=1
The Reason I Married Him,4.99,www.amazon.com//Reason-I-Married-Him-ebook/dp/B0CFD3FF6N/ref=zg_bs_g_digital-text_d_sccl_14/135-4896100-0028163?psc=1
The Home-wrecker (The Goode Brothers),4.99,www.amazon.com//Home-Wrecker-Goode-Brothers-ebook/dp/B0C9KJRSX7/ref=zg_bs_g_digital-text_d_sccl_15/135-4896100-0028163?psc=1
Yours Truly,11.99,www.amazon.com//Yours-Truly-Abby-Jimenez-ebook/dp/B0B8YVRMW4/ref=zg_bs_g_digital-text_d_sccl_16/135-4896100-0028163?psc=1
Lovers at the Museum: A Short Story,1.99,www.amazon.com//Lovers-at-Museum-Short-Story-ebook/dp/B0CNQD45VQ/ref=zg_bs_g_digital-text_d_sccl_17/135-4896100-0028163?psc=1
Heartless: A Small Town Single Dad Romance,5.99,www.amazon.com//Heartless-Small-Town-Single-Romance-ebook/dp/B0B4KR2X87/ref=zg_bs_g_digital-text_d_sccl_18/135-4896100-0028163?psc=1
My Dark Desire: An Enemies-to-Lovers Romance (Dark Prince Road),4.99,www.amazon.com//My-Dark-Desire-Enemies-Lovers-ebook/dp/B0CF9KGTF6/ref=zg_bs_g_digital-text_d_sccl_19/135-4896100-0028163?psc=1
A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,1.99,www.amazon.com//Woman-No-Importance-Untold-American-ebook/dp/B07DN155VV/ref=zg_bs_g_digital-text_d_sccl_20/135-4896100-0028163?psc=1
Twilight Sins (Kulikov Bratva Book 1),2.99,www.amazon.com//Twilight-Sins-Kulikov-Bratva-Book-ebook/dp/B0CX7QKCXF/ref=zg_bs_g_digital-text_d_sccl_21/135-4896100-0028163?psc=1
Friends in Napa: A Novel,5.99,www.amazon.com//Friends-Napa-Sheila-Yasmin-Marikar-ebook/dp/B0C8ZPJK93/ref=zg_bs_g_digital-text_d_sccl_22/135-4896100-0028163?psc=1
The Girl in Seat 2A: THE NUMBER ONE BESTSELLER,1.99,www.amazon.com//Girl-Seat-2A-Diana-Wilkinson-ebook/dp/B0C492MFZL/ref=zg_bs_g_digital-text_d_sccl_23/135-4896100-0028163?psc=1
The Exception to the Rule (The Improbable Meet-Cute collection),0.99,www.amazon.com//Exception-Rule-Improbable-Meet-Cute-collection-ebook/dp/B0CL7GMPD4/ref=zg_bs_g_digital-text_d_sccl_24/135-4896100-0028163?psc=1
If You Hate Me (The Toronto Terror Series),4.99,www.amazon.com//If-You-Hate-Toronto-Terror-ebook/dp/B0CN5B11QM/ref=zg_bs_g_digital-text_d_sccl_25/135-4896100-0028163?psc=1
The Secret Fiancée: Lexington and Raya's Story (The Windsors),5.99,www.amazon.com//Secret-Fianc%C3%A9e-Lexington-Rayas-Windsors-ebook/dp/B0CJDPTB3V/ref=zg_bs_g_digital-text_d_sccl_26/135-4896100-0028163?psc=1
Hunting Adeline (Cat and Mouse Duet Book 2),4.99,www.amazon.com//Hunting-Adeline-Mouse-Duet-Book-ebook/dp/B096BKV268/ref=zg_bs_g_digital-text_d_sccl_27/135-4896100-0028163?psc=1
"The Sacred Bridge: A Mystery Novel (A Leaphorn, Chee & Manuelito Novel Book 7)",1.99,www.amazon.com//Sacred-Bridge-Leaphorn-Manuelito-Novel-ebook/dp/B0995YGVXW/ref=zg_bs_g_digital-text_d_sccl_28/135-4896100-0028163?psc=1
The Idea of You: A Novel,11.99,www.amazon.com//Idea-You-Novel-Robinne-Lee-ebook/dp/B01MQLZ12X/ref=zg_bs_g_digital-text_d_sccl_29/135-4896100-0028163?psc=1
The Inmate: A gripping psychological thriller,3.99,www.amazon.com//Inmate-gripping-psychological-thriller-ebook/dp/B0B1XQTZ1R/ref=zg_bs_g_digital-text_d_sccl_30/135-4896100-0028163?psc=1
"Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee",35.00,www.amazon.com//Quencher-FlowState-Stainless-Insulated-Smoothie/dp/B0CRMTZ1Q3/ref=zg_bs_g_kitchen_d_sccl_1/141-5375088-2461223?psc=1
"Owala FreeSip Insulated Stainless Steel Water Bottle with Straw for Sports and Travel, BPA-Free, 24oz, Dreamy Field",27.99,www.amazon.com//Owala-FreeSip-Insulated-Stainless-BPA-Free/dp/B0C59BYVTQ/ref=zg_bs_g_kitchen_d_sccl_2/141-5375088-2461223?psc=1
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35.00,www.amazon.com//Stanley-10-09993-102-IceFlowTM-Straw-Tumbler/dp/B09PL65CG3/ref=zg_bs_g_kitchen_d_sccl_3/141-5375088-2461223?psc=1
"Etekcity Food Scale, Digital Kitchen Scale, 304 Stainless Steel, Weight in Grams and Ounces for Baking, Cooking, and Meal Prep, LCD Display, Medium",13.99,www.amazon.com//Etekcity-Multifunction-Stainless-Batteries-Included/dp/B0113UZJE2/ref=zg_bs_g_kitchen_d_sccl_4/141-5375088-2461223?psc=1
Simple Modern 40 oz Tumbler with Handle and Straw Lid | Insulated Cup Reusable Stainless Steel Water Bottle Travel Mug Cupholder Friendly | Gifts for Women Men Him Her | Trek Collection | Almond Birch,29.99,www.amazon.com//Simple-Modern-Tumbler-Handle-Insulated/dp/B0BHBP1X1B/ref=zg_bs_g_kitchen_d_sccl_5/141-5375088-2461223?psc=1
